Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","32293","Slavic (SLAVIC)"," 490","001","Cultures Of E Europe","LEC","P  W","M","","","","","","","4-6PM","AUD 4 MLB","Westwalewicz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39207","Slavic (SLAVIC)"," 549","001","Research Methods","SEM","P   ","","","W","","","","","6-8PM","2106 MLB","Khagi",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45552","Slavic (SLAVIC)"," 573","001","Old Church Slavic","LEC","P   ","M","","","","","","","230-4PM","2106 MLB","Kondrashova",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","","Slavic (SLAVIC)"," 573","","Old Church Slavic","LEC","P   ","","","","TH","","","","530-7PM","2106 MLB","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15927","Slavic (SLAVIC)"," 661","001","Directed Reading","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49880","Slavic (SLAVIC)"," 661","015","Directed Reading","IND"," I  ","","","","","","","","ARR","ARR","Toman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","16265","Ukrainian (UKRAINE)"," 421","001","Dir Reading Ukr Lit","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","46719","Ukrainian (UKRAINE)"," 451","001","Advanced Ukrainian I","REC","P R ","","","","","F","","","12-130PM","3217 MLB","Rogovyk",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","","Ukrainian (UKRAINE)"," 451","","Advanced Ukrainian I","REC","P R ","","T","","","","","","930-11AM","3217 MLB","",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15929","Sociology (SOC)"," 100","001","Principles of Soc","LEC","AIR ","M","","W","","","","","4-530PM","182 DENN","McGinn",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15931","Sociology (SOC)"," 100","002","Principles of Soc","DIS","PIRW","","","","","F","","","9-10AM","2437 MH","Hoppe",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15933","Sociology (SOC)"," 100","003","Principles of Soc","DIS","PIRW","","","","","F","","","10-11AM","2455 MH","Hoppe",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15935","Sociology (SOC)"," 100","004","Principles of Soc","DIS","PIRW","","","","","F","","","11-12PM","2325 MH","Hoppe",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15937","Sociology (SOC)"," 100","005","Principles of Soc","DIS","PIRW","","","","","F","","","12-1PM","1460 MH","Kimmel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15941","Sociology (SOC)"," 100","007","Principles of Soc","DIS","PIRW","","","","","F","","","10-11AM","2407 MH","Streib",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45150","Sociology (SOC)"," 100","008","Principles of Soc","DIS","PIRW","","","","","F","","","11-12PM","1448 MH","Streib",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45152","Sociology (SOC)"," 100","009","Principles of Soc","DIS","PIRW","","","","","F","","","1-2PM","2407 MH","Kimmel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45151","Sociology (SOC)"," 100","010","Principles of Soc","DIS","PIRW","","","","","F","","","12-1PM","1448 MH","Streib",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33343","Sociology (SOC)"," 100","020","Principles of Soc","LEC","A R ","","T","","TH","","","","4-530PM","182 DENN","Sfeir-Younis",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33345","Sociology (SOC)"," 100","021","Principles of Soc","DIS","P RW","","","","","F","","","9-10AM","2333 MH","Lim",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33347","Sociology (SOC)"," 100","022","Principles of Soc","DIS","P RW","","","","","F","","","10-11AM","2353 MH","Lim",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33349","Sociology (SOC)"," 100","023","Principles of Soc","DIS","P RW","","","","","F","","","11-12PM","1436 MH","Lee",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33351","Sociology (SOC)"," 100","024","Principles of Soc","DIS","P RW","","","","","F","","","11-12PM","1339 MH","Lim",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33353","Sociology (SOC)"," 100","025","Principles of Soc","DIS","P RW","","","","","F","","","12-1PM","1436 MH","Lee",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33355","Sociology (SOC)"," 100","026","Principles of Soc","DIS","P RW","","","","","F","","","1-2PM","2336 MH","Lee",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28427","Sociology (SOC)"," 102","001","Social Issues","LEC","A   ","M","","W","","","","","10-1130AM","1120 WEILL","Robinson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28429","Sociology (SOC)"," 102","002","Social Issues","DIS","P RW","","","","","F","","","10-11AM","1448 MH","Cooter",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28431","Sociology (SOC)"," 102","003","Social Issues","DIS","P RW","","","","","F","","","11-12PM","3451 MH","Cooter",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","29429","Sociology (SOC)"," 102","004","Social Issues","DIS","P RW","","","","","F","","","12-1PM","1339 MH","Cooter",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","29431","Sociology (SOC)"," 102","005","Social Issues","DIS","P RW","","","","TH","","","","1-2PM","3242 LSA","Bortoluci",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","29433","Sociology (SOC)"," 102","006","Social Issues","DIS","P RW","","","","TH","","","","2-3PM","3242 LSA","Bortoluci",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45153","Sociology (SOC)"," 102","007","Social Issues","DIS","P RW","","","","TH","","","","3-4PM","3242 LSA","Bortoluci",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33409","Sociology (SOC)"," 102","020","Social Issues","LEC","A   ","","T","","TH","","","","230-4PM","AUD D AH","McGann",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33411","Sociology (SOC)"," 102","021","Social Issues","DIS","P RW","","","","","F","","","9-10AM","2427 MH","Horton",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33413","Sociology (SOC)"," 102","022","Social Issues","DIS","P RW","","","","","F","","","10-11AM","1339 MH","Kwak",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33415","Sociology (SOC)"," 102","023","Social Issues","DIS","P RW","","","","","F","","","10-11AM","3451 MH","Horton",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","41453","Sociology (SOC)"," 102","024","Social Issues","DIS","P RW","","","","","F","","","11-12PM","3356 MH","Horton",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","33417","Sociology (SOC)"," 102","025","Social Issues","DIS","P RW","","","","","F","","","12-1PM","3451 MH","Kwak",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45154","Sociology (SOC)"," 102","026","Social Issues","DIS","P RW","","","","","F","","","1-2PM","2325 MH","Kwak",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45793","Sociology (SOC)"," 105","001","First Year Seminar","SEM","PIRW","","T","","TH","","","","4-530PM","2155 NQ","Paige",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15947","Sociology (SOC)"," 105","002","First Year Seminar","SEM","PIRW","","T","","TH","","","","10-1130AM","3242 LSA","Pedraza",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","46194","Sociology (SOC)"," 105","004","First Year Seminar","SEM","PIRW","M","","W","","","","","10-1130AM","28TY EQ","Schoem",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27169","Sociology (SOC)"," 110","001","Intr to Info Studies","LEC","A   ","","T","","TH","","","","1130-1PM","UMMA AUD","Frost",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27171","Sociology (SOC)"," 110","002","Intr to Info Studies","DIS","P   ","","","","TH","","","","3-4PM","1436 MH","Theisen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","27173","Sociology (SOC)"," 110","003","Intr to Info Studies","DIS","P   ","","","","TH","","","","4-5PM","221 DENN","Theisen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39689","Sociology (SOC)"," 110","004","Intr to Info Studies","DIS","P   ","","","W","","","","","3-4PM","414 DENN","Sundar",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","39691","Sociology (SOC)"," 110","005","Intr to Info Studies","DIS","P   ","","","W","","","","","4-5PM","232 DENN","Milavec",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","49335","Sociology (SOC)"," 110","006","Intr to Info Studies","DIS","P   ","","T","","","","","","1-2PM","501 DENN","Sundar",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","51445","Sociology (SOC)"," 110","007","Intr to Info Studies","DIS","P   ","","T","","","","","","1-2PM","3448 MH","Milavec",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35749","Sociology (SOC)"," 122","001","Intrgrp Dialogue","SEM","PI  ","","","W","","","","","3-5PM","AUD B AH","Gurin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","35753","Sociology (SOC)"," 122","002","Intrgrp Dialogue","SEM","PI  ","","","W","","","","","3-5PM","413 DENN","Gurin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","40921","Sociology (SOC)"," 195","001","Honors Principles","SEM","P RW","M","","W","","","","","10-12PM","4155 LSA","Gocek",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15951","Sociology (SOC)"," 210","001","Elem Statistics","LEC","A   ","","T","","TH","","","","9-10AM","3437 MH","Ybarra",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15953","Sociology (SOC)"," 210","002","Elem Statistics","LAB","P RW","","","","","F","","","9-11AM","G444D MH","Han",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","15955","Sociology (SOC)"," 210","003","Elem Statistics","LAB","P RW","","","","","F","","","11-1PM","G444D MH","Han",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","23533","Sociology (SOC)"," 210","004","Elem Statistics","LAB","P RW","","","","","F","","","10-12PM","G444A MH","Cheng",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26809","Sociology (SOC)"," 210","005","Elem Statistics","LAB","P RW","","","","","F","","","12-2PM","G444A MH","Cheng",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44874","Sociology (SOC)"," 212","001","Sports & Society","LEC","A   ","","T","","TH","","","","4-5PM","1400 CHEM","Markovits",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44875","Sociology (SOC)"," 212","002","Sports & Society","DIS","P RW","","","W","","","","","6-7PM","3347 MH","Gittins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44876","Sociology (SOC)"," 212","003","Sports & Society","DIS","P RW","","","W","","","","","4-5PM","1469 MH","Calvetti",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44877","Sociology (SOC)"," 212","004","Sports & Society","DIS","P RW","","","W","","","","","5-6PM","1469 MH","Calvetti",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44878","Sociology (SOC)"," 212","005","Sports & Society","DIS","P RW","","","","","F","","","9-10AM","3242 LSA","Desan",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44879","Sociology (SOC)"," 212","006","Sports & Society","DIS","P RW","","","","","F","","","10-11AM","3242 LSA","Desan",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44880","Sociology (SOC)"," 212","007","Sports & Society","DIS","P RW","","","","","F","","","11-12PM","1359 MH","Desan",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44881","Sociology (SOC)"," 212","008","Sports & Society","DIS","P RW","","","","","F","","","12-1PM","3356 MH","Gittins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44882","Sociology (SOC)"," 212","009","Sports & Society","DIS","P RW","","","","","F","","","1-2PM","1469 MH","Gittins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","45056","Sociology (SOC)"," 218","001","Foundations IGR","SEM","P  W","M","","W","","","","","10-1130AM","315 DENN","Dessel",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","42373","Sociology (SOC)"," 295","001","Topics in Sociology","LEC","P RW","M","","W","","","","","10-1130AM","G168 AH","Thornton",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","38631","Sociology (SOC)"," 300","001","Principles&Problems","LEC","PIRW","M","","W","","","","","1-230PM","G127 AH","McGinn",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44883","Sociology (SOC)"," 304","001","Amer Immigration","LEC","A   ","","T","","TH","","","","1-230PM","UMMA AUD","Pedraza",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44896","Sociology (SOC)"," 304","002","Amer Immigration","DIS","P RW","","","W","","","","","9-10AM","3156 LSA","Rochmes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44897","Sociology (SOC)"," 304","003","Amer Immigration","DIS","P RW","","","W","","","","","10-11AM","3156 LSA","Rochmes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44898","Sociology (SOC)"," 304","004","Amer Immigration","DIS","P RW","","","W","","","","","11-12PM","3156 LSA","Rochmes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44899","Sociology (SOC)"," 304","005","Amer Immigration","DIS","P RW","","","W","","","","","3-4PM","3242 LSA","Gonzalez",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","44900","Sociology (SOC)"," 304","006","Amer Immigration","DIS","P RW","","","W","","","","","4-5PM","3242 LSA","Gonzalez",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","22923","Sociology (SOC)"," 305","001","Intro Soc Theory","LEC","AI  ","","T","","TH","","","","10-1130AM","G005 DENT","Zubrzycki",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","23133","Sociology (SOC)"," 305","003","Intro Soc Theory","DIS","P R ","","","","","F","","","10-11AM","3156 LSA","Greenland",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","23135","Sociology (SOC)"," 305","004","Intro Soc Theory","DIS","PIR ","","","","","F","","","11-12PM","3156 LSA","Saruya",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31703","Sociology (SOC)"," 305","005","Intro Soc Theory","DIS","PIR ","","","","","F","","","12-1PM","3156 LSA","Greenland",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","31705","Sociology (SOC)"," 305","006","Intro Soc Theory","DIS","PIR ","","","","","F","","","1-2PM","3156 LSA","Greenland",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","43237","Sociology (SOC)"," 312","001","Evaluating Evidence","LEC","AI  ","","T","","TH","","","","1-230PM","1200 CHEM","Bruch",
